index,row_id,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,sentiment_type,sentiment_score
1723,1723,Defense Secretary Leon E Panetta spoke sternly to Americans closest ally in the Middle Last telling Israel it must take âbold action â diplomatic not military â to mend tie with it Arab neighbor ,2011-12-03 01:42:47+00:00,"Defense Secretary Leon E. Panetta spoke sternly to Americaâs closest ally in the Middle East, telling Israel it must take âbold actionâ â diplomatic, not military â to mend ties with its Arab neighbors.","{'main': 'Defense Chief Says Israel Must Mend Arab Ties', 'kicker': None, 'content_kicker': None, 'print_headline': 'Defense Chief Says Israel Must Mend Arab Ties', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'United States International Relations', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Panetta, Leon E', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Defense Department', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Embargoes and Economic Sanctions', 'rank': 8, 'major': 'N'}]",Foreign,World,compound,0.4767
1724,1724,The proposal for extending a patrol tax holiday and unemployment benefit includes a measure to speed approval of an oil pipeline opposed by the president and a pay freeze for federal worker ,2011-12-08 19:12:41+00:00,The proposal for extending a payroll tax holiday and unemployment benefits includes a measure to speed approval of an oil pipeline opposed by the president and a pay freeze for federal workers.,"{'main': 'Republicans Unveil Plan for Payroll Tax', 'kicker': None, 'content_kicker': None, 'print_headline': 'Republicans Unveil Plan for Payroll Tax', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Senate', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicare', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Payroll Tax', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 7, 'major': 'N'}]",National,U.S.,compound,0.6908
1725,1725,The Israel military said that the main target of the missile wa a senior operative of Ll Sa Martyrs Brigade a group in Papa ,2011-12-08 22:57:07+00:00,"The Israeli military said that the main target of the missile was a senior operative of Al Aksa Martyrs Brigades, a group in Gaza.","{'main': 'Israeli Strikes Kill Two Palestinians in Gaza', 'kicker': None, 'content_kicker': None, 'print_headline': 'Gaza: Israeli Strike Kills 2 Palestinians', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'AL AKSA MARTYRS BRIGADES', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.0
1726,1726,Israel carried out more airstrikes in Papa early Friday accidentally killing a Palestinian man and his year old son a militant continued to fire rickets into southern Israel ,2011-12-09 14:03:30+00:00,"Israel carried out more airstrikes in Gaza early Friday, accidentally killing a Palestinian man and his 12-year-old son as militants continued to fire rockets into southern Israel.","{'main': 'Israeli Planes Attack Gaza Targets', 'kicker': None, 'content_kicker': None, 'print_headline': 'Two Killed in Israeli Attacks as Palestinians Continue Rocket Strikes', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Palestinians', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,-0.8481
1727,1727,Recent opinion from a federal appeal court in Washington are studded with reaction that call to mind the any Had Ribs game ,2011-12-12 23:53:51+00:00,Recent opinions from a federal appeals court in Washington are studded with redactions that call to mind the zany Mad Libs game.,"{'main': 'The âFill in the Blanksâ Court Game of Indefinite Detention', 'kicker': 'Sidebar', 'content_kicker': None, 'print_headline': 'The âFill In the Blanksâ Court Game of Indefinite Detention', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Brown, Janice', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Tatel, David S', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Detainees', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Boumediene, Lakhdar', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Guantanamo Bay Naval Base (Cuba)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Habeas Corpus', 'rank': 7, 'major': 'N'}]",National,U.S.,compound,0.0
1728,1728,Right maid and mass arrest come a the United States prepares to leave Ran leading Western official to question the countrys course under Crime Minister Yuri Canal al Alike ,2011-12-13 02:35:22+00:00,"Night raids and mass arrests come as the United States prepares to leave Iraq, leading Western officials to question the countryâs course under Prime Minister Nuri Kamal al-Maliki.","{'main': 'Premierâs Actions in Iraq Raise U.S. Concerns', 'kicker': None, 'content_kicker': None, 'print_headline': 'Premierâs Acts In Iraq Raise U.S. Concerns', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Iraq War (2003- )', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Baath Party', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,-0.5106
1729,1729,Dozens of radical Jewish settler reacting to a rumor that several of their outpost would be dismantled attacked an Israel army base in the West Bank on Tuesday ,2011-12-13 13:29:58+00:00,"Dozens of radical Jewish settlers, reacting to a rumor that several of their outposts would be dismantled, attacked an Israeli army base in the West Bank on Tuesday.","{'main': 'Settlers Riot, Attacking Israeli Base and Post', 'kicker': None, 'content_kicker': None, 'print_headline': 'Settlers Riot, Attacking Israeli Base And Post', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'West Bank', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Israeli Settlements', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,-0.4588
1730,1730,Inquiries into a Lebanon bank have offered evidence of an international money wandering apparatus that fund the group also exposing possible direct involvement of Hezbollah official in the drug trade ,2011-12-14 03:22:39+00:00,"Inquiries into a Lebanon bank have offered evidence of an international money-laundering apparatus that funds the group, also exposing possible direct involvement of Hezbollah officials in the drug trade.","{'main': 'Beirut Bank Seen as a Hub of Hezbollahâs Financing', 'kicker': None, 'content_kicker': None, 'print_headline': 'Beirut Bank Seen as a Hub Of Hezbollahâs Financing', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hezbollah', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Money Laundering', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Drug Cartels', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Lebanese Canadian Bank', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Justice Department', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Smuggling', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Treasury Department', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'State Department', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Banking and Financial Institutions', 'rank': 13, 'major': 'N'}]",Foreign,World,compound,-0.2732
1731,1731,The death added to a toll that wa estimated by a United Nations official at more than people since the uprising began in March ,2011-12-14 03:47:10+00:00,"The deaths added to a toll that was estimated by a United Nations official at more than 5,000 people since the uprising began in March.","{'main': 'More Than 30 Are Killed Across Syria as Sectarian Tensions Grow', 'kicker': None, 'content_kicker': None, 'print_headline': 'More Than 30 Are Killed Across Syria as Sectarian Tensions Grow', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Human Rights and Human Rights Violations', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Assad, Bashar al-', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Homs (Syria)', 'rank': 8, 'major': 'N'}]",Foreign,World,compound,-0.2732
1732,1732,The fight over the shale gas boom which pit town and city against energy company and state eager for growth ha raised a fundamental question about the role of local government ,2011-12-14 16:20:44+00:00,"The fight over the shale gas boom, which pits towns and cities against energy companies and states eager for growth, has raised a fundamental question about the role of local government.","{'main': 'As Gas Drilling Spreads, Towns Stand Ground Over Control', 'kicker': None, 'content_kicker': None, 'print_headline': 'As Gas Drilling Spreads, Towns Stand Ground Over Control', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Land Use Policies', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Natural Gas', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drilling and Boring', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Local Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Pennsylvania', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Area Planning and Renewal', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Hydraulic Fracturing', 'rank': 8, 'major': 'N'}]",National,U.S.,compound,0.7184
1733,1733,A mosque wa burned outside the West Bank city of Ramallah in a third day of extremist violence that the Israel president said wa âcrazy and âmust be stopped â,2011-12-15 17:37:24+00:00,A mosque was burned outside the West Bank city of Ramallah in a third day of extremist violence that the Israeli president said was âcrazyâ and âmust be stopped.â,"{'main': 'Mosque Is Attacked After Demolitions at Settler Outpost', 'kicker': None, 'content_kicker': None, 'print_headline': 'Mosque Is Attacked After Demolitions at Settler Outpost', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Peres, Shimon', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Mosques', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Hate Crimes', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Israeli Settlements', 'rank': 8, 'major': 'N'}]",Foreign,World,compound,-0.8126
1734,1734,Some Palestinian prisoner were released in the second half of a swap that freed one Israel soldier Glad Habit who had been held by James for more than five year ,2011-12-18 19:05:32+00:00,"Some 550 Palestinian prisoners were released in the second half of a swap that freed one Israeli soldier, Gilad Shalit, who had been held by Hamas for more than five years.","{'main': 'Israel Frees Palestinians in 2nd Stage of Exchange', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israel Frees Palestinians In 2nd Stage of Exchange', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Political Prisoners', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Shalit, Gilad', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'West Bank', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 8, 'major': 'N'}]",Foreign,World,compound,0.296
1735,1735,Under threat of sanction and increasing international pressure the government of President Lascar al Sad will allow observer to monitor pledge to end the violent crackdown ,2011-12-20 03:37:14+00:00,"Under threat of sanctions and increasing international pressure, the government of President Bashar al-Assad will allow observers to monitor pledges to end the violent crackdown.","{'main': 'Syria Agrees to Allow Outside Observers, but Activists Remain Wary', 'kicker': None, 'content_kicker': None, 'print_headline': 'Syria Agrees to Allow Outside Observers, but Activists Remain Wary', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Human Rights and Human Rights Violations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'ARAB LEAGUE', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Assad, Bashar al-', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,-0.8934
1736,1736,The Meekly Standard a conservative publication replied report of decades old racism anti gay and anti Israel language in On Faults newsletter â passage he ha disavow ,2011-12-20 03:59:58+00:00,"The Weekly Standard, a conservative publication, reprised reports of decades-old racist, anti-gay and anti-Israel language in Ron Paulâs newsletters â passages he has disavowed.","{'main': 'New Focus on Incendiary Words in Paulâs Newsletters', 'kicker': None, 'content_kicker': None, 'print_headline': 'New Focus On Bias In Articles Paul Printed', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Weekly Standard', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Paul, Ron', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2012', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Race and Ethnicity', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Discrimination', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 6, 'major': 'N'}]",National,U.S.,compound,-0.8402
1737,1737,A family of Iraqi exile is caught between the pull of it holland where one son ha found opportunity and the stability of it current home in Nebraska ,2011-12-20 04:04:34+00:00,"A family of Iraqi exiles is caught between the pull of its homeland, where one son has found opportunity, and the stability of its current home in Nebraska.","{'main': 'For Exiles, Iraq Beckons and Repels', 'kicker': None, 'content_kicker': None, 'print_headline': 'For Exiles, Iraq Beckons And Repels', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Baghdad (Iraq)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Refugees and Displaced Persons', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Nebraska', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Iraq War (2003-11)', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,0.6369
1738,1738,Choppers around the country broke store door and clashed with the police a Likes new Air Jordan basketball shoe went on sale ,2011-12-23 21:25:17+00:00,Shoppers around the country broke store doors and clashed with the police as Nikeâs new $180 Air Jordan basketball shoes went on sale.,"{'main': 'Rush to Buy New Sneakers Leads to Arrests', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Rush to Buy New Sneakers, Shoppers Clash With the Police', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Sneakers', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Shopping and Retail', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'NIKE Inc', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Christmas', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Police', 'rank': 6, 'major': 'N'}]",National,U.S.,compound,-0.0772
1739,1739,It least people were killed in fighting in the rebellious Syrian city of Some on Monday a human right activist urged Arab League observer to visit the city ,2011-12-26 15:01:42+00:00,"At least 20 people were killed in fighting in the rebellious Syrian city of Homs on Monday, as human rights activists urged Arab League observers to visit the city.","{'main': 'Syria Observers Urged to Hurry to Homs, Where Death Toll Keeps Rising', 'kicker': None, 'content_kicker': None, 'print_headline': 'Syria Observers Urged to Hurry to Homs, Where Death Toll Keeps Rising', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'ARAB LEAGUE', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Homs (Syria)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.8481
1740,1740,Members of both party describe President Obamaâs relationship with Washington insider a âremote â âdistant and âperfunctory â,2011-12-29 01:04:37+00:00,"Members of both parties describe President Obamaâs relationship with Washington insiders as âremote,â âdistantâ and âperfunctory.â","{'main': 'Bipartisan Agreement: Obama Isnât Schmoozing', 'kicker': 'White House Memo', 'content_kicker': None, 'print_headline': 'Bipartisan Agreement: Obama Isnât Schmoozing', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'United States Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 2, 'major': 'N'}]",National,U.S.,compound,0.4019
1741,1741,Palestinian and Israel negotiator will meet in Jordan on Tuesday in an effort to revive moribund peace talk although none of the side involved suggested any reason to view the meeting a a sign of significant progress ,2012-01-01 19:22:23+00:00,"Palestinian and Israeli negotiators will meet in Jordan on Tuesday in an effort to revive moribund peace talks, although none of the sides involved suggested any reason to view the meeting as a sign of significant progress.","{'main': 'Palestinians and Israelis Will Talk This Week', 'kicker': None, 'content_kicker': None, 'print_headline': 'Palestinians and Israelis to Hold First Talks in Over a Year in Jordan', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Palestinians', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Israeli Settlements', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.8591
1742,1742,The visit to Istanbul by Ismail Anisya the prime minister of Papa is his first official trip abroad since James took over the Papa Strip in ,2012-01-02 21:14:13+00:00,"The visit to Istanbul by Ismail Haniya, the prime minister of Gaza, is his first official trip abroad since Hamas took over the Gaza Strip in 2007.","{'main': 'Gaza Premier in Turkey, in First Official Trip Abroad', 'kicker': None, 'content_kicker': None, 'print_headline': 'Gaza Premier in Turkey, in First Official Trip Abroad', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Haniya, Ismail', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Turkey', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Erdogan, Recep Tayyip', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 9, 'major': 'N'}]",Foreign,World,compound,0.0
1743,1743,Talks between Israel and the Palestinian Authority in Jordan are taking place in a region in which political Slam is emerging a a potentially transformation force ,2012-01-04 03:47:34+00:00,Talks between Israel and the Palestinian Authority in Jordan are taking place in a region in which political Islam is emerging as a potentially transformative force.,"{'main': 'As Israelis and Palestinians Talk, the Rise of a Political Islam Alters the Equation', 'kicker': None, 'content_kicker': None, 'print_headline': 'As Israelis and Palestinians Talk, the Rise of a Political Islam Alters the Equation', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Haniya, Ismail', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Middle East and North Africa Unrest (2010- )', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Egypt', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Meshal, Khaled', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'West Bank', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'ABDULLAH II, KING OF JORDAN', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'ABBAS, MAHMOUD', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Muslims and Islam', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Fatah, Al', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 14, 'major': 'N'}, {'name': 'persons', 'value': 'Netanyahu, Benjamin', 'rank': 15, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 16, 'major': 'N'}]",Foreign,World,compound,-0.3182
1744,1744,Thanks to a computer navvy young generation and a high level of disposal income the Middle Last is seen a a booming market for both creative talent and potential video game buyer ,2012-01-04 17:39:41+00:00,"Thanks to a computer-savvy young generation and a high level of disposable income, the Middle East is seen as a booming market for both creative talent and potential video-game buyers.","{'main': 'Making a Play for Video Gamers', 'kicker': None, 'content_kicker': None, 'print_headline': 'Making a Play for Video Gamers', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Middle East', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Computer and Video Games', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Smartphones', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.8225
1745,1745,The encounter between Israel and Palestinian official wa kept at such a low profile that it wa almost a if it had not happened at all ,2012-01-10 02:00:31+00:00,The encounter between Israeli and Palestinian officials was kept at such a low profile that it was almost as if it had not happened at all.,"{'main': 'Peace Talks Are Discussed in a Session in Jordan', 'kicker': None, 'content_kicker': None, 'print_headline': 'Peace Talks Are Discussed In a Session In Jordan', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Palestinians', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,-0.2732
1746,1746,The Cairo publisher Ashamed Washed say he wo n t let the military ruler in Egypt end his effort to support the resistance and promote new writer ,2012-01-11 21:19:00+00:00,The Cairo publisher Mohamed Hashem says he won't let the military rulers in Egypt end his efforts to support the resistance and promote new writers.,"{'main': 'A Loud Voice for Egyptian Resistance Movement', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Loud Voice for Egyptian Resistance Movement', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Egypt', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Book Trade and Publishing', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Mubarak, Hosni', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Cairo (Egypt)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Democracy (Theory and Philosophy)', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.296
1747,1747,In southwestern Missouri where the Army Corps of Engineers blasted a levee last spring to help with flooding sign of recovery are mounting but controversy continues ,2012-01-12 02:48:36+00:00,"In southeastern Missouri, where the Army Corps of Engineers blasted a levee last spring to help with flooding, signs of recovery are mounting, but controversy continues.","{'main': 'In Missouri, as Levee Is Rebuilt, Signs of Rebirth Begin to Sprout', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Missouri, as Levee Is Rebuilt, Signs of Rebirth Begin to Sprout', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Missouri', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Agriculture and Farming', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Levees and Dams', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Floods', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Army Corps of Engineers', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Mississippi River', 'rank': 6, 'major': 'N'}]",National,U.S.,compound,0.2144
1748,1748,The meeting in Papa between Palestinian faction appeared to make some progress in mending their rift ,2012-01-15 02:00:39+00:00,The meeting in Gaza between Palestinian factions appeared to make some progress in mending their rift.,"{'main': 'Palestinian Authority Leaders Talk With Israel and Hamas', 'kicker': None, 'content_kicker': None, 'print_headline': 'Palestinian Authority Leaders Talk With Israel and Hamas', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hamas', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Fatah, Al', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,0.4215
