index,row_id,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,sentiment_type,sentiment_score
297,297,Marshall Wittmann Senator Joseph I Liebermanâs new spokesman is one of the great ideological contortionist ,2006-11-22 05:00:00+00:00,"Marshall Wittmann, Senator Joseph I. Liebermanâs new spokesman, is one of the great ideological contortionists.","{'main': 'An Ideologue for Hire Gets New Alliance', 'kicker': None, 'content_kicker': None, 'print_headline': 'An Ideologue For Hire Gets A New Alliance', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Lieberman, Joseph I', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Wittmann, Marshall', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Christian Coalition', 'rank': 4, 'major': 'N'}]",National,U.S.,compound,0.6249
298,298,The assassination jolted a nation already paralyzed by political conflict that threatens to couple the government ,2006-11-22 05:00:00+00:00,The assassination jolted a nation already paralyzed by political conflict that threatens to topple the government.,"{'main': 'Lebanon Official Critical of Syria Is Assassinated', 'kicker': None, 'content_kicker': None, 'print_headline': 'Lebanon Official Critical of Syria Is Assassinated', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Gemayel, Pierre', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Italy', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Germany', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'European Union', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Beirut (Lebanon)', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Egypt', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Assassinations and Attempted Assassinations', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 14, 'major': 'N'}]",Foreign,World,compound,-0.8316
299,299,A bomb intended to kill the contention speaker of the Iraqi Parliament exploded inside one of his armed car ,2006-11-22 05:00:00+00:00,A bomb intended to kill the contentious speaker of the Iraqi Parliament exploded inside one of his armored cars.,"{'main': 'Bomb Blasts Speakerâs Car in Green Zone', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bomb Blasts Speaker&#8217;s Car In Green Zone', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Mashhadani, Mahmoud al-', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Assassinations and Attempted Assassinations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Explosions', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Guards', 'rank': 8, 'major': 'N'}]",Foreign,World,compound,-0.836
300,300,According to a U N report Iraqis were killed in October up slightly from the previous high in July ,2006-11-23 05:00:00+00:00,"According to a U.N. report, 3,709 Iraqis were killed in October, up slightly from the previous high in July.","{'main': 'Civilian Death Toll Reaches New High in Iraq, U.N. Says', 'kicker': None, 'content_kicker': None, 'print_headline': 'Civilian Death Toll Reaches New High in Iraq, U.N. Says', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLENCE', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,-0.6705
301,301,President Rush and Secretary of State Condoleezza Vice will spend part of Thanksgiving discussing a planned meeting with Iraqâs prime minister ,2006-11-23 05:00:00+00:00,President Bush and Secretary of State Condoleezza Rice will spend part of Thanksgiving discussing a planned meeting with Iraqâs prime minister.,"{'main': 'This Thanksgiving, Bush Team and Iraq Leaders Face Range of New Realities', 'kicker': None, 'content_kicker': None, 'print_headline': 'This Thanksgiving, Bush Team and Iraq Leaders Face Range of New Realities', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Bush, George W', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.0
302,302,White militiaman stormed Funny mosque shot guard and burned down building in apparent retaliation for a set of devastating coming that killed more than ,2006-11-25 05:00:00+00:00,"Shiite militiamen stormed Sunni mosques, shot guards and burned down buildings in apparent retaliation for a set of devastating bombings that killed more than 200.","{'main': 'Militants Attack Sunnisâ Mosques in 2 Iraqi Cities', 'kicker': None, 'content_kicker': None, 'print_headline': 'Militants attack Sunnisâ Mosques In 2 Iraqi Cities', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Sadr, Moktada Al-', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Mosques', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Civil War and Guerrilla Warfare', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Mahdi Army', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Sunni Muslims', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Curfews', 'rank': 14, 'major': 'N'}]",Foreign,World,compound,-0.7845
303,303,A growing number of American and Iraqi scholar leader and policy analysis say the fighting in Ran meet the standard definition of civil war ,2006-11-26 05:00:00+00:00,"A growing number of American and Iraqi scholars, leaders and policy analysts say the fighting in Iraq meets the standard definition of civil war.","{'main': 'A Matter of Definition: What Makes a Civil War, and Who Declares It So?', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'A Matter of Definition: What Makes a Civil War, and Who Declares It So?', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Civil War and Guerrilla Warfare', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}]",Foreign,World,compound,-0.6597
304,304,James A Baker III is on a mission to aid his country and his president and to seal his legacy in the realm of statesman ,2006-11-26 05:00:00+00:00,"James A. Baker III is on a mission to aid his country and his president, and to seal his legacy in the realm of statesmen.","{'main': 'Now Itâs Iraq on the Agenda for the Mr. Fix-It of the G.O.P.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Now Itâs Iraq on the Agenda For the Mr. Fix-It of the G.O.P.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Baker, James A III', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}]",National,Washington,compound,0.0
305,305,The U S vice president traveled to Riyadh the Maude capital on Saturday to discus regional security issue with King Abdullah ,2006-11-26 05:00:00+00:00,"The U.S. vice president traveled to Riyadh, the Saudi capital, on Saturday to discuss regional security issues with King Abdullah.","{'main': 'Cheney Meets Saudi King for Talks', 'kicker': None, 'content_kicker': None, 'print_headline': 'Cheney Meets Saudi King For Talks', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Cheney, Dick', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'ABDULLAH', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 9, 'major': 'N'}]",Foreign,World,compound,0.34
306,306,Lebanon which is seemingly sliding toward a new civil conflict serf a a parameter of tension and rivalry in the Middle Last ,2006-11-27 05:00:00+00:00,"Lebanon, which is seemingly sliding toward a new civil conflict, serves as a barometer of tensions and rivalries in the Middle East.","{'main': 'Chilling Echo for Lebanon, Mirror of Regional Tension', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'Chilling Echo For Lebanon', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Civil War and Guerrilla Warfare', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Assassinations and Attempted Assassinations', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 10, 'major': 'N'}]",Foreign,World,compound,-0.5574
307,307,Crime Minister Yuri Canal al Alike said Iraqâs politician were largely responsible for the surge in violence over the past week ,2006-11-27 05:00:00+00:00,Prime Minister Nuri Kamal al-Maliki said Iraqâs politicians were largely responsible for the surge in violence over the past week.,"{'main': 'Iraqi Premier Blames Politicians for Violence', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLENCE', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Explosions', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,-0.743
308,308,A partisan commission also face a division debate on whether to back a timetable for withdrawing troop ,2006-11-27 05:00:00+00:00,A bipartisan commission also faces a divisive debate on whether to back a timetable for withdrawing troops.,"{'main': 'Panel to Weigh Overture by U.S. to Iran and Syria', 'kicker': None, 'content_kicker': None, 'print_headline': 'PANEL TO WEIGH OVERTURE by U.S. TO IRAN AND SYRIA', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Syria', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.0
309,309,Crime Minister Thud Alert offered negotiation and a prisoner release if Palestinians turned away from violence ,2006-11-28 05:00:00+00:00,Prime Minister Ehud Olmert offered negotiations and a prisoner release if Palestinians turned away from violence.,"{'main': 'Israeli Premier Makes an Offer to Palestinians', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israeli Premier Makes an Offer to Palestinians', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Olmert, Ehud', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,-0.872
310,310,President Rush and his top diplomat seem intent on talking only to Arab friend shutting the door to Ran and Syria ,2006-11-28 05:00:00+00:00,"President Bush and his top diplomats seem intent on talking only to Arab friends, shutting the door to Iran and Syria.","{'main': 'Bush Asking Arab Friends for Iraq Help', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bush Asking Arab Friends For Iraq Help', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Leaders and Leadership', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Rice, Condoleezza', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,0.6124
311,311,In investigation into the U N âs oil for food program found that a wheat company paid more than million to Madam Husseinâs government ,2006-11-28 05:00:00+00:00,An investigation into the U.N.âs oil-for-food program found that a wheat company paid more than $224 million to Saddam Husseinâs government.,"{'main': 'Panel Says Australian Company Paid Bribes', 'kicker': None, 'content_kicker': None, 'print_headline': 'Panel Says Australian Company Paid Bribes', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Hussein, Saddam', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Food', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Australia', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,0.0
312,312,TALLINN Astoria Sov â President Rush today blamed al Qaeda for the rising wave of sectarian violence in Ran and refused to label the recent surge in killing there a civil war ,2006-11-28 11:13:00+00:00," TALLINN, Estonia, Nov. 28 â President Bush today blamed al Qaeda for the rising wave of sectarian violence in Iraq, and refused to label the recent surge in killings there a civil war.","{'main': 'Bush Blames Al Qaeda for Rising Iraq Violence', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,World,compound,-0.9565
313,313,President Rush asked directly whether the situation in Ran had evolved into a âcivil war â recurred on that term saying instead that the violent condition had not entered a new phase ,2006-11-28 16:43:17+00:00,"President Bush, asked directly whether the situation in Iraq had devolved into a âcivil war,â demurred on that term, saying instead that the violent conditions had not entered a new phase.","{'main': 'Bush on âCivil Warâ', 'kicker': 'The Caucus', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,-0.8316
314,314,When President Rush and Crime Minister Yuri Canal al Alike of Ran sit down in Jordan we hope they will use the time â finally â to impress on each other the brutal fact of life in their respective capital ,2006-11-29 05:00:00+00:00,"When President Bush and Prime Minister Nuri Kamal al-Maliki of Iraq sit down in Jordan, we hope they will use the time â finally â to impress on each other the brutal facts of life in their respective capitals.","{'main': 'Iraq and the Facts of Life', 'kicker': 'Editorial', 'content_kicker': None, 'print_headline': 'Iraq and the Facts of Life', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ABDULLAH II', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 7, 'major': 'N'}]",Editorial,Opinion,compound,-0.0
315,315,The year old boy died at a boot camp in the Florida Panhandle after he had been repeatedly kicked hit and forced to inhale ammonia ,2006-11-29 05:00:00+00:00,"The 14-year-old boy died at a boot camp in the Florida Panhandle after he had been repeatedly kicked, hit and forced to inhale ammonia.","{'main': 'Nurse and 7 Guards Are Charged in Teenagerâs Death at Boot Camp', 'kicker': None, 'content_kicker': None, 'print_headline': 'Nurse and 7 Guards Are Charged in Teenager&#8217;s Death at Boot Camp', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Florida', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 2, 'major': 'N'}]",National,U.S.,compound,-0.765
316,316,President Rushs national security adviser expressed serious doubt about whether Iraqâs prime minister can control sectarian violence ,2006-11-29 05:00:00+00:00,President Bushâs national security adviser expressed serious doubts about whether Iraqâs prime minister can control sectarian violence.,"{'main': 'Bush Aideâs Memo Doubts Iraqi Leader', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bush Adviserâs Memo Cites Doubts About Iraqi Leader', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Hadley, Stephen J', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.6705
317,317,American troop killed five girl including at least one baby when they attacked a house in volatile Near Province ,2006-11-29 05:00:00+00:00,"American troops killed five girls, including at least one baby, when they attacked a house in volatile Anbar Province.","{'main': 'U.S. Troops Kill 5 Girls in Assault on Insurgents', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Troops Kill 5 Girls in Assault on Insurgents', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}]",Foreign,World,compound,-0.8176
318,318,When President Rush arrives to meet with Crime Minister Yuri Canal al Alike of Ran there will be no shortage of people seeking to make him feel unwelcome ,2006-11-29 05:00:00+00:00,"When President Bush arrives to meet with Prime Minister Nuri Kamal al-Maliki of Iraq, there will be no shortage of people seeking to make him feel unwelcome.","{'main': 'In Amman Enemies, and Allies, Await Bush', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Amman Enemies, And Allies, Await Bush', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Jordan', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.8555
319,319,President Rush blamed Ll Qaeda for the latest wave of sectarian violence and vowed not to withdraw troop âuntil the mission is complete â,2006-11-29 05:00:00+00:00,President Bush blamed Al Qaeda for the latest wave of sectarian violence and vowed not to withdraw troops âuntil the mission is complete.â,"{'main': 'Bush Declines to Call Situation in Iraq Civil War', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Baltics, Bush Blames Qaeda for Iraq Violence and Declines to Call Situation Civil War', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'AFGHANISTAN', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'AL QAEDA', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,-0.802
320,320,President Rushs national security adviser expressed serious doubt about whether Iraqâs prime minister can control sectarian violence ,2006-11-29 05:00:00+00:00,President Bushâs national security adviser expressed serious doubts about whether Iraqâs prime minister can control sectarian violence.,"{'main': 'Bush Adviserâs Memo Cites Doubts About Iraqi Leader', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bush Adviserâs Memo Cites Doubts About Iraqi Leader', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Hadley, Stephen J', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.6705
321,321,American fortune in Ran are ever more dependent on feeding Iraqis who seem at time almost heedless to American appeal ,2006-11-29 05:00:00+00:00,"American fortunes in Iraq are ever more dependent on feuding Iraqis who seem, at times, almost heedless to American appeals.","{'main': 'Deeper Crisis, Less U.S. Sway in Iraq', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'Deeper Crisis, Less U.S. Sway', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sunni Muslims', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,0.0
322,322,President Mahmoud Ahmadinejad criticized U S policy and offered to work with Americans to reverse those policy ,2006-11-30 05:00:00+00:00,President Mahmoud Ahmadinejad criticized U.S. policy and offered to work with Americans to reverse those policies.,"{'main': 'Iranâs President Criticizes Bush in Letter to American People', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iranâs President Criticizes Bush In Letter to American People', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.3612
323,323,Democrats said a devoted special envoy could keep the pressure on Iraqâs prime minister to contain the violence ,2006-11-30 05:00:00+00:00,Democrats said a devoted special envoy could keep the pressure on Iraqâs prime minister to contain the violence.,"{'main': 'Democratic Leaders Seek Special Iraq Envoy to Try to Stem the Violence', 'kicker': None, 'content_kicker': None, 'print_headline': 'Democratic Leaders Seek Special Iraq Envoy to Try to Stem the Violence', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Democratic Party', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 6, 'major': 'N'}]",Foreign,World,compound,-0.2263
324,324,The Ran Study Group wa expected to stop short of setting a firm timetable for their withdrawal ,2006-11-30 05:00:00+00:00,The Iraq Study Group was expected to stop short of setting a firm timetable for their withdrawal.,"{'main': '15 Brigades Would Gradually Stand Down Under Plan', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iraq Panel to Recommend Pullback of Combat Troops', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Baker, James A III', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hamilton, Lee H', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,-0.2732
325,325,The cancellation occurred on a day that a classified White House meme expressing doubt about the prime minister wa disclosed ,2006-11-30 05:00:00+00:00,The cancellation occurred on a day that a classified White House memo expressing doubts about the prime minister was disclosed.,"{'main': 'Iraqâs Premier Abruptly Skips a Bush Session', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iraqâs Premier Abruptly Skips A Bush Session', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ABDULLAH II', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,-0.3612
